roaster,name,link,price,altitude,varietal,processing,estate,roast_level,tasting_notes,description,country,scraped_at,transformed_at,location,producers,aroma,acidity,body,other_properties
naivo,kilimbi honey red bourbon (rwanda),https://naivo.in/product/kilimbi-honey-red-bourbon-rwanda/,550,1750,red bourbon,"honey , honey sun dried",,MEDIUM,"rooibos tea , red apple , champak","this is the first time we are bringing you a lot from rwanda and we are thrilled that it is honey sun dried – the popular post - harvest method that has only been recently implemented in rwanda and is attracting amazing feedback from roasters around the world . furthermore , the varietal in this lot is red bourbon and it’s grown at a staggering altitudes of 1650 – 1850 masl which sets up a recipe for definite deliciousness . this coffee comes from joseph ntarindwa who runs the award - winning kilimbi washing station – the first producers and exporters of honey processed coffees in the history of rwanda . similar to other coffees in this region , you will get subtle tea - like and sweet herbal notes in your cup . our omni roast sets up potential for great results in espresso and manual brew with the former requiring some experimentation from the brewer’s end to achieve the ideal levels of acidity and sweetness . as you grind your beans or first unzip your bag of ground coffee , immerse yourself in the very subtle and citric aroma of magnolia champaca ( champak ) . rooibos tea and sweet red apple are notes to look out for in your cup that will have a medium tactile and a milk chocolate hint in the aftertaste . our journey with rwanda has just begun ! we would love to have you join us on what promises to be a long expedition . rooibos tea red apple champak this is the first time we are bringing you a lot from rwanda and we are thrilled that it is honey sun dried – the popular post - harvest method that has only been recently implemented in rwanda and is attracting amazing feedback from roasters around the world . furthermore , the varietal in this lot is red bourbon and it’s grown at a staggering altitudes of 1650 – 1850 masl which sets up a recipe for definite deliciousness . this coffee comes from joseph ntarindwa who runs the award - winning kilimbi washing station – the first producers and exporters of honey processed coffees in the history of rwanda . similar to other coffees in this region , you will get subtle tea - like and sweet herbal notes in your cup . our omni roast sets up potential for great results in espresso and manual brew with the former requiring some experimentation from the brewer’s end to achieve the ideal levels of acidity and sweetness . as you grind your beans or first unzip your bag of ground coffee , immerse yourself in the very subtle and citric aroma of magnolia champaca ( champak ) . rooibos tea and sweet red apple are notes to look out for in your cup that will have a medium tactile and a milk chocolate hint in the aftertaste . our journey with rwanda has just begun ! we would love to have you join us on what promises to be a long expedition . kilimbi honey red bourbon ( rwanda )",india,2024-09-16 16:00:10.093665,2024-10-10 04:26:32.326003,nymasheke,joseph ntarindwa,citric,,,""
naivo,mogiana belle giana pulped naturals (brazil),https://naivo.in/product/mogiana-belle-giana-pulped-naturals-brazil/,400,1075,"ruby, tuby, mundo novo, catuai",pulped natural,"bella giana , mogiana belle",MEDIUM_DARK,"white pepper , coriander , pecan nut","this coffee comes from cooperative guaxupé and is a pulped naturals that serves as a great daily driver if you are looking for a coffee that can be consumed without overwhelming the palate . experience distinct spice notes of white pepper and coriander in the aroma and rounded , nutty flavour notes . characterized by mild acidity and medium body , this is a great coffee for folks who are looking to explore coffees outside of the fruity and floral spectrums . bella giana was born under the requirement to offer an alternative high - quality brazilian coffee with 100% traceability to a premium growing region and superior cupping quality . after long and detailed analysis of the green coffee followed by comparative cupping sessions , we identified the ideal coffee from cooperative guaxupé . white pepper coriander pecan nut this coffee comes from cooperative guaxupé and is a pulped naturals that serves as a great daily driver if you are looking for a coffee that can be consumed without overwhelming the palate . experience distinct spice notes of white pepper and coriander in the aroma and rounded , nutty flavour notes . characterized by mild acidity and medium body , this is a great coffee for folks who are looking to explore coffees outside of the fruity and floral spectrums . bella giana was born under the requirement to offer an alternative high - quality brazilian coffee with 100% traceability to a premium growing region and superior cupping quality . after long and detailed analysis of the green coffee followed by comparative cupping sessions , we identified the ideal coffee from cooperative guaxupé . mogiana belle giana pulped naturals ( brazil )",india,2024-09-16 16:00:10.093665,2024-10-10 04:26:32.326003,mogiana,cooperative guaxupé,,mild,medium,""
naivo,jasmine-kissed cranberry – ratnagiri yeast carbonic naturals,https://naivo.in/product/jasmine-kissed-cranberry-ratnagiri-yeast-carbonic-naturals/,710,1340,sln-9,yeast carbonic natural,ratnagiri,MEDIUM_LIGHT,"jasmine , fruit raspberries , cranberries , rose apples . , - , floral","jasmine - kissed cranberry – the first of our exciting showcase microlot collection – is the result of a remarkable 104 - hour extended yeast carbonic maceration process of the selection 9 varietal masterminded by ashok patre at ratnagiri estate . the cherries were hand - picked at an impressive peak ripeness of brix 25 . 2 after cultivation at an altitude of 1340 masl . fermented in advanced stainless - steel fermenters , a unique strain of yeast was used to foster an environment rich in carbon dioxide . this meticulous process induces a great deal of complexity in the beans setting up the foundation for an exceptional coffee experience . the next crucial step involves slow drying on raised beds that allow the flavors to develop and intensify gradually . the coffee was subjected to further drying over the course of 30 days with constant stirring , ensuring the utmost care and attention to detail at every stage . after arduous profiling sessions , we pinpointed the ideal filter profile that embraces the immense complexity present in this coffee . we’ve brought forth an explosion of fruity expressions including cranberries , raspberries and rose apples that are preceded by a rich jasmine aroma . an enlivening malic acidity is married to a juicy , full - bodied texture that leaves a lasting impression . the floral finish lingers long , inviting you to savor every sip until you reach the bottom of your cup . jasmine - kissed cranberry is a grand celebration of indian microlot coffee , and you are invited to sinfully indulge ! jasmine cranberries raspberries rose apples jasmine - kissed cranberry – the first of our exciting showcase microlot collection – is the result of a remarkable 104 - hour extended yeast carbonic maceration process of the selection 9 varietal masterminded by ashok patre at ratnagiri estate . the cherries were hand - picked at an impressive peak ripeness of brix 25 . 2 after cultivation at an altitude of 1340 masl . fermented in advanced stainless - steel fermenters , a unique strain of yeast was used to foster an environment rich in carbon dioxide . this meticulous process induces a great deal of complexity in the beans setting up the foundation for an exceptional coffee experience . the next crucial step involves slow drying on raised beds that allow the flavors to develop and intensify gradually . the coffee was subjected to further drying over the course of 30 days with constant stirring , ensuring the utmost care and attention to detail at every stage . after arduous profiling sessions , we pinpointed the ideal filter profile that embraces the immense complexity present in this coffee . we’ve brought forth an explosion of fruity expressions including cranberries , raspberries and rose apples that are preceded by a rich jasmine aroma . an enlivening malic acidity is married to a juicy , full - bodied texture that leaves a lasting impression . the floral finish lingers long , inviting you to savor every sip until you reach the bottom of your cup . jasmine - kissed cranberry is a grand celebration of indian microlot coffee , and you are invited to sinfully indulge ! jasmine - kissed cranberry – ratnagiri yeast carbonic naturals",india,2024-09-16 16:00:10.093665,2024-10-10 04:26:32.326003,"chickmagaluru, karnataka",ashok patre,jasmine,malic,full,""
naivo,harley kaapi royale (india) – fine robusta,https://naivo.in/product/harley-kaapi-royale-india-fine-robusta/,385,1000,peradeniya,washed,harley,MEDIUM_DARK,"caramel , milk chocolate , sweet cream","along with the talented producers at harley estate , located in the picturesque region of sakleshpur blessed with rich volcanic soil and a unique microclimate , we bring you india’s famed robusta kaapi royale that showcases a perfect harmony of flavour and aroma . carefully handpicked at peak ripeness , only the finest robusta beans make the cut , ensuring an unparalleled level of quality and consistency . the washed processing method utilized at harley estate brings forth the coffee’s inherent richness , eliminating any unwanted bitterness , and allowing inherent flavours to shine through . expect a vibrant but balanced cup , boasting delightful notes of caramel , milk chocolate and sweet cream , culminating in a remarkably smooth and satisfying finish . meticulously roasted to perfection , this lot of kaapi royale is tailored specifically for espresso enthusiasts . the medium - dark roast profile unlocks the full potential of the beans , crafting an indulgent , velvety crema with every shot , perfect for creating your favourite espresso - based beverages like lattes , cappuccinos , and flat whites . embark on a journey through the lush hills of sakleshpur with every sip of robusta kaapi royale . whether you’re a coffee connoisseur or simply seeking a premium coffee experience , this washed indian specialty robusta promises to tantalize your taste buds and leave you yearning for more . here’s your chance to bring more variety to your coffee rituals with the finest from harley estate and savour the essence of indian coffee craftsmanship like never before . caramel milk chocolate sweet cream along with the talented producers at harley estate , located in the picturesque region of sakleshpur blessed with rich volcanic soil and a unique microclimate , we bring you india’s famed robusta kaapi royale that showcases a perfect harmony of flavour and aroma . carefully handpicked at peak ripeness , only the finest robusta beans make the cut , ensuring an unparalleled level of quality and consistency . the washed processing method utilized at harley estate brings forth the coffee’s inherent richness , eliminating any unwanted bitterness , and allowing inherent flavours to shine through . expect a vibrant but balanced cup , boasting delightful notes of caramel , milk chocolate and sweet cream , culminating in a remarkably smooth and satisfying finish . meticulously roasted to perfection , this lot of kaapi royale is tailored specifically for espresso enthusiasts . the medium - dark roast profile unlocks the full potential of the beans , crafting an indulgent , velvety crema with every shot , perfect for creating your favourite espresso - based beverages like lattes , cappuccinos , and flat whites . embark on a journey through the lush hills of sakleshpur with every sip of robusta kaapi royale . whether you’re a coffee connoisseur or simply seeking a premium coffee experience , this washed indian specialty robusta promises to tantalize your taste buds and leave you yearning for more . here’s your chance to bring more variety to your coffee rituals with the finest from harley estate and savour the essence of indian coffee craftsmanship like never before . harley kaapi royale ( india ) – fine robusta",india,2024-09-16 16:00:10.093665,2024-10-10 04:26:32.326003,"sakleshpur, karnataka","dm purnesh, dm shankar",,,,""
naivo,hacienda la claudina (colombia),https://naivo.in/product/hacienda-la-claudina-colombia/,440,1595,"castillo, bourbon, caturra",washed,hacienda la claudina,MEDIUM,"tropical fruits , mandarin , pecan","a sweet and round - bodied delight with enlivening notes of mandarin , tropical fruits and pecan nuts . this omni - roast brings great body and sweetness to an espresso while also holding great potential in filter brews with its scrumptious mixture of fruity and nutty flavors . colombia grows the largest volume of washed arabicas in the world and the country in general holds a great reputation globally . but we didn’t settle for just any colombian coffee . the hacienda la claudina is a highly reputed plantation located around 100km from medellín . we picked this washed lot as the best after roasting and cupping a number of different lots from across the region ( of various grades with different post - harvest processing ) . tropical fruits mandarin pecan a sweet and round - bodied delight with enlivening notes of mandarin , tropical fruits and pecan nuts . this omni - roast brings great body and sweetness to an espresso while also holding great potential in filter brews with its scrumptious mixture of fruity and nutty flavors . colombia grows the largest volume of washed arabicas in the world and the country in general holds a great reputation globally . but we didn’t settle for just any colombian coffee . the hacienda la claudina is a highly reputed plantation located around 100km from medellín . we picked this washed lot as the best after roasting and cupping a number of different lots from across the region ( of various grades with different post - harvest processing ) . hacienda la claudina ( colombia )",colombia,2024-09-16 16:00:10.093665,2024-10-10 04:26:32.326003,"antioquia, colombia",juan fernando saldarriaga,,,round,nutty
naivo,grapes & plums – stanmore wine ‘o’ clock naturals,https://naivo.in/product/grapes-plums-stanmore-wine-o-clock-naturals/,665,1295,"sln-9, sln-5b, sln-795","wine ‘o’ clock natural , wine ‘o",stanmore,MEDIUM_DARK,"red apples , sweet , , . plums , red grapes nectarine","this festive season , we’re thrilled to unveil our newest showcase coffee , inspired by the rich flavors of dark and sweet wines : grapes & plums from stanmore estate . this festive coffee is sure to warm your soul and ignite your holiday spirit . with its mellow , pleasant wine - like flavors , grapes & plums is a delightful brew that showcases navin rajes’s innovative approach to coffee fermentation . unlike other fermented coffees , grapes & plums exhibits no excessively funky fermented notes , instead embracing a harmonious blend of winey depths and sweet plummy accents leading navin to name this process wine ‘o’ clock . from the meticulous picking and processing of the coffee beans to the carefully tailored roast profile , every step in the creation of grapes & plums was carefully executed to elevate the coffee’s essence . specifically crafted for espresso brewing , grapes & plums unveils its full aromatic spectrum when paired with a dollop of foamy milk . indulge in the rich aroma of freshly chopped red apples , followed by a luscious malic acidity and a velvety body that caresses the palate . as you savor the first sip , embark on a journey through fruity dimensions , where notes of red grapes , plums , and nectarines dance across the palate , lingering long after the last drop . let grapes & plums be the perfect companion to your holiday celebrations . its enticing aroma , smooth texture , and symphony of flavors will transport you to a world of pure delight , making this the ultimate festive indulgence . as the festivities unfold , embrace the warmth and joy of grapes & plums , a coffee that embodies the essence of the holidays . gather your loved ones , savor the rich aromas , and let the flavors transport you to a realm of festive enchantment . red apples plums red grapes nectarine this festive season , we’re thrilled to unveil our newest showcase coffee , inspired by the rich flavors of dark and sweet wines : grapes & plums from stanmore estate . this festive coffee is sure to warm your soul and ignite your holiday spirit . with its mellow , pleasant wine - like flavors , grapes & plums is a delightful brew that showcases navin rajes’s innovative approach to coffee fermentation . unlike other fermented coffees , grapes & plums exhibits no excessively funky fermented notes , instead embracing a harmonious blend of winey depths and sweet plummy accents leading navin to name this process wine ‘o’ clock . from the meticulous picking and processing of the coffee beans to the carefully tailored roast profile , every step in the creation of grapes & plums was carefully executed to elevate the coffee’s essence . specifically crafted for espresso brewing , grapes & plums unveils its full aromatic spectrum when paired with a dollop of foamy milk . indulge in the rich aroma of freshly chopped red apples , followed by a luscious malic acidity and a velvety body that caresses the palate . as you savor the first sip , embark on a journey through fruity dimensions , where notes of red grapes , plums , and nectarines dance across the palate , lingering long after the last drop . let grapes & plums be the perfect companion to your holiday celebrations . its enticing aroma , smooth texture , and symphony of flavors will transport you to a world of pure delight , making this the ultimate festive indulgence . as the festivities unfold , embrace the warmth and joy of grapes & plums , a coffee that embodies the essence of the holidays . gather your loved ones , savor the rich aromas , and let the flavors transport you to a realm of festive enchantment . grapes & plums – stanmore wine ‘o’ clock naturals",india,2024-09-02 04:49:37.920374,2024-10-10 04:26:32.326003,"yercaud, tamil nadu","msp coffee, navin rajes",red apples,,,""
naivo,finca el rubi papayo – naturals (colombia),https://naivo.in/product/finca-el-rubi-papayo-naturals-colombia/,1380,1725,papayo,natural,finca el rubi,MEDIUM_LIGHT,"vanilla , honeydew melons , kiwi , black currant","we’re thrilled to celebrate our newest exotic rarity with you – papayo naturals from finca el rubi in colombia . papayo is a very rare varietal found only in the huila department of colombia . initially assumed to be a caturra mutation , genetic testing has revealed a closer relationship with ethiopian landrace ( varietals native to ethiopia ) . it gets its name , “papayo , ” from the appearance of the cherries that are oblong , resembling tiny papayas . this coffee is a truly opulent indulgence . we invite you to immerse yourself in the sweet and bustling aromas of vanilla essence and honeydew melons and revel in a luscious tactile experience , throwing out sweet notes of kiwi and black currant . nearly three decades ago , heiner lazo bought finca el rubi at san adolfo , huila , assisted by his parents , as a wedding gift for his future wife , johanna . here’s what he had to say about why he did it : “this farm was a wedding present from me with the help of my parents . if you love your woman , you have to give her something special like a diamond or ruby . my love was so big that one ruby could not express it , so i gave her thousands of rubies , that looked much nicer to me , and it gave us much more than a stone could ever give to a person . all these coffee rubies helped us move forward and raise three beautiful daughters . when they are big enough and find their husbands to be , i will tell them what a real ruby is . ” vanilla essence honeydew melons kiwi black currant we’re thrilled to celebrate our newest exotic rarity with you – papayo naturals from finca el rubi in colombia . papayo is a very rare varietal found only in the huila department of colombia . initially assumed to be a caturra mutation , genetic testing has revealed a closer relationship with ethiopian landrace ( varietals native to ethiopia ) . it gets its name , “papayo , ” from the appearance of the cherries that are oblong , resembling tiny papayas . this coffee is a truly opulent indulgence . we invite you to immerse yourself in the sweet and bustling aromas of vanilla essence and honeydew melons and revel in a luscious tactile experience , throwing out sweet notes of kiwi and black currant . nearly three decades ago , heiner lazo bought finca el rubi at san adolfo , huila , assisted by his parents , as a wedding gift for his future wife , johanna . here’s what he had to say about why he did it : “this farm was a wedding present from me with the help of my parents . if you love your woman , you have to give her something special like a diamond or ruby . my love was so big that one ruby could not express it , so i gave her thousands of rubies , that looked much nicer to me , and it gave us much more than a stone could ever give to a person . all these coffee rubies helped us move forward and raise three beautiful daughters . when they are big enough and find their husbands to be , i will tell them what a real ruby is . ” finca el rubi papayo – naturals ( colombia )",colombia,2024-09-16 16:00:10.093665,2024-10-10 04:26:32.326003,"san adolfo, huila","johanna, heiner lazo",,,,""
naivo,candied mandarin – ratnagiri carbonic washed,https://naivo.in/product/candied-mandarin-ratnagiri-carbonic-washed/,685,1350,catuai,"carbonic washed , carbonic maceration washed",ratnagiri,MEDIUM,"lavender , sweet buttery . mandarin , peach , black currant to grapy","our first omni roast in the showcase series is a resounding sensation from ratnagiri estate . ‘candied mandarin’ embodies the pinnacle of coffee craftsmanship , having undergone a highly controlled 90 - hour extended carbonic maceration washed process . cherries , meticulously picked at a brix of 23 , were subjected to de - pulping before being placed in stainless steel fermenters . these vessels were purged with carbon dioxide gas , nurturing a 90 - hour fermentation process , aimed at extracting the utmost complexity of flavors . after this rigorous fermentation , the produce was cleansed with clear water and steeped for a full 24 hours . a patient drying procedure on raised beds extended over 27 days rounded off the process . the culmination of this precise process is a unique and intriguing cup . with a discernible lavender aroma and vibrant malic acidity , it expresses a rounded and luscious tactile quality . notes of peach , black currant , and mandarin lead to a gratifying , grapy finish . whether utilized for sweet and syrupy espresso shots , or savored in a meditative pourover , ‘candied mandarin’ delivers a silky - smooth coffee replete with a symphony of fruity nuances . this offering is yet another shiny gem in the ratnagiri portfolio and brims with delight . savor the experience ! lavender mandarin peach black currant our first omni roast in the showcase series is a resounding sensation from ratnagiri estate . ‘candied mandarin’ embodies the pinnacle of coffee craftsmanship , having undergone a highly controlled 90 - hour extended carbonic maceration washed process . cherries , meticulously picked at a brix of 23 , were subjected to de - pulping before being placed in stainless steel fermenters . these vessels were purged with carbon dioxide gas , nurturing a 90 - hour fermentation process , aimed at extracting the utmost complexity of flavors . after this rigorous fermentation , the produce was cleansed with clear water and steeped for a full 24 hours . a patient drying procedure on raised beds extended over 27 days rounded off the process . the culmination of this precise process is a unique and intriguing cup . with a discernible lavender aroma and vibrant malic acidity , it expresses a rounded and luscious tactile quality . notes of peach , black currant , and mandarin lead to a gratifying , grapy finish . whether utilized for sweet and syrupy espresso shots , or savored in a meditative pourover , ‘candied mandarin’ delivers a silky - smooth coffee replete with a symphony of fruity nuances . this offering is yet another shiny gem in the ratnagiri portfolio and brims with delight . savor the experience ! candied mandarin – ratnagiri carbonic washed",india,2024-09-16 16:00:10.093665,2024-10-10 04:26:32.326003,"chickmagaluru, karnataka",ashok patre,lavender,malic,silky smooth,""
naivo,bettadamalali estate washed (india),https://naivo.in/product/bettadamalali-estate-washed-india/,465,1220,sln-795,washed,bettadamalali,MEDIUM_DARK,"honey , cocoa , roasted nuts","our search for the immaculate espresso began when we were embraced by the warm welcome of ramdev and his parents shantha and nagesh as we drove through the gates of bettadamalali estate in early 2023 . a pristine farm nestled in the baba budan giri hills of chikmagalur , this place is more than a commercial operation – it is a garden of nature’s best delights . with scientific approaches to farming complemented by highly structured operations , bettadamalali produce some of the best washed arabicas we have encountered in recent times . the farm has been a long - term partner to our sister enterprise indcaffe – who have over the years exported several hundreds of tons of washed arabica for them to specialty houses in europe . we decided to grab our own little share of the treasure this year as we cycled through multiple lots to find this gem that would help us curate a delicious espresso . expect a sweet , rich - bodied liquor in your cup with a viscous creamy texture that will hug your palate closely before letting go . sweet honey and dark cocoa notes preceded by a savory aroma of roasted nuts together create a mesmerizing espresso that is testament to the great work of art that has been accomplished in the fields of bettadamalali estate . enjoy it black or hit it with milk ! honey cocoa roasted nuts our search for the immaculate espresso began when we were embraced by the warm welcome of ramdev and his parents shantha and nagesh as we drove through the gates of bettadamalali estate in early 2023 . a pristine farm nestled in the baba budan giri hills of chikmagalur , this place is more than a commercial operation – it is a garden of nature’s best delights . with scientific approaches to farming complemented by highly structured operations , bettadamalali produce some of the best washed arabicas we have encountered in recent times . the farm has been a long - term partner to our sister enterprise indcaffe – who have over the years exported several hundreds of tons of washed arabica for them to specialty houses in europe . we decided to grab our own little share of the treasure this year as we cycled through multiple lots to find this gem that would help us curate a delicious espresso . expect a sweet , rich - bodied liquor in your cup with a viscous creamy texture that will hug your palate closely before letting go . sweet honey and dark cocoa notes preceded by a savory aroma of roasted nuts together create a mesmerizing espresso that is testament to the great work of art that has been accomplished in the fields of bettadamalali estate . enjoy it black or hit it with milk ! bettadamalali estate washed ( india )",india,2024-09-16 16:00:10.093665,2024-10-10 04:26:32.326003,"chickmagaluru, karnataka",ar nagesh gowda,,,rich,""
naivo,balanoor vontekad 2024 (india),https://naivo.in/product/balanoor-vontekad-india/,475,1250,sln-795,washed,,MEDIUM_LIGHT,"honeydew , golden raisin , citrus blossom","with a delicate combination of silky texture , bright citrus notes and hints of honeydew melons and golden raisins , this coffee yields a very memorable cup . we’ve carefully tailored the ideal filter roast profile for this coffee that particularly helps it shine in pourover and aeropress brewing . grown and nurtured in the 50 - acre imo ( organic ) certified vontekad division of ms estate , balanoor plantations , we are delighted to mention that this lot reflects the relentless hard work and passion of mr . ashok kuriyan and his son rohan . being very old friends of ours , we’ve always enjoyed visiting their farms , working with them and roasting their delightful coffees . honeydew golden raisin citrus blossom with a delicate combination of silky texture , bright citrus notes and hints of honeydew melons and golden raisins , this coffee yields a very memorable cup . we’ve carefully tailored the ideal filter roast profile for this coffee that particularly helps it shine in pourover and aeropress brewing . grown and nurtured in the 50 - acre imo ( organic ) certified vontekad division of ms estate , balanoor plantations , we are delighted to mention that this lot reflects the relentless hard work and passion of mr . ashok kuriyan and his son rohan . being very old friends of ours , we’ve always enjoyed visiting their farms , working with them and roasting their delightful coffees . balanoor vontekad 2024 ( india )",india,2024-09-16 16:00:10.093665,2024-10-10 04:26:32.326003,chikmagalur,"rohan kuriyan , ashok kuriyan ( balanoor plantations )",,,silky,""
naivo,balanoor chandragiri washed (india),https://naivo.in/product/balanoor-chandragiri-washed-india/,450,1250,chandragiri,washed,balanoor,MEDIUM_LIGHT,"almonds , floral , gooseberries","the chandragiri varietal when put through the washed process is characterized by clean and bright acidity complemented by nutty and tangy notes and a very subtle floral aroma . this coffee comes from one of our earliest producer partners – balanoor plantations – who are pioneers of washed coffees in india and have been exporting some of the finest arabicas to specialty markets in europe for several decades . our filter roast profile is a light to medium roast that yields a smooth , medium - bodied cup that shines across all manual brewing methods almonds floral gooseberries the chandragiri varietal when put through the washed process is characterized by clean and bright acidity complemented by nutty and tangy notes and a very subtle floral aroma . this coffee comes from one of our earliest producer partners – balanoor plantations – who are pioneers of washed coffees in india and have been exporting some of the finest arabicas to specialty markets in europe for several decades . our filter roast profile is a light to medium roast that yields a smooth , medium - bodied cup that shines across all manual brewing methods balanoor chandragiri washed ( india )",india,2024-09-16 16:00:10.093665,2024-10-10 04:26:32.326003,"chickmagaluru, karnataka","ashok kurian, rohan kurian",floral,bright,"medium , smooth",""
naivo,attikan white mist 2024 (india),https://naivo.in/product/attikan-white-mist-india/,490,1650,sln-9,washed ( double fermentation ),attikan,MEDIUM_DARK,"baker’s chocolate , roasted nuts , cedar","the new harvest of attikan white mist is here ! enjoy this timeless nutty and chocolatey profile that has been revamped in 2023 to enhance every flavor note that makes this coffee a customer favourite . the first phrase that graced the lips of our q - grader when she analyzed this coffee was – “bold and beautiful . ” by pushing this roast into medium dark territory , we get a lovely plethora of dark chocolate notes harmoniously dancing with nutty aromas and a rounded cedar finish . it is ideal for espresso brewing but is sure to be a favourite for moka pot enthusiasts and cold brew fanatics who experiment with cocktails and other brave concoctions . with excellent body and good solubility , espresso - brewing should be a breeze for professional and home - baristas alike . but hey , we’re not limiting this lot to 9 - bar geeks alone . if you love surprises as much as we do , go ahead and try it in a kalita or an aeropress ! this coffee comes from attikan estate – a farm passionately nurtured over decades and proudly managed and pushed to new heights by current generation coffee producers appadurai sriram and his wife hamsini . attikan or the ‘white hill’ is eternally soaked with mist giving the coffee a unique taste profile . the farm is situated at the highest altitude where coffee is cultivated in south india . being flanked by a reserve forest , the wilderness helps attikan maintain its pristine nature with no electricity or mobile connectivity . baker ' s chocolate roasted nuts cedar the new harvest of attikan white mist is here ! enjoy this timeless nutty and chocolatey profile that has been revamped in 2023 to enhance every flavor note that makes this coffee a customer favourite . the first phrase that graced the lips of our q - grader when she analyzed this coffee was – “bold and beautiful . ” by pushing this roast into medium dark territory , we get a lovely plethora of dark chocolate notes harmoniously dancing with nutty aromas and a rounded cedar finish . it is ideal for espresso brewing but is sure to be a favourite for moka pot enthusiasts and cold brew fanatics who experiment with cocktails and other brave concoctions . with excellent body and good solubility , espresso - brewing should be a breeze for professional and home - baristas alike . but hey , we’re not limiting this lot to 9 - bar geeks alone . if you love surprises as much as we do , go ahead and try it in a kalita or an aeropress ! this coffee comes from attikan estate – a farm passionately nurtured over decades and proudly managed and pushed to new heights by current generation coffee producers appadurai sriram and his wife hamsini . attikan or the ‘white hill’ is eternally soaked with mist giving the coffee a unique taste profile . the farm is situated at the highest altitude where coffee is cultivated in south india . being flanked by a reserve forest , the wilderness helps attikan maintain its pristine nature with no electricity or mobile connectivity . attikan white mist 2024 ( india )",india,2024-09-16 16:00:10.093665,2024-10-10 04:26:32.326003,karnataka,sangameshwar group,nutty,,,""
koffie_genetics,nbc 2023 winning coffee,https://genetics.coffee/products/nbc-2023-winning-coffee,300,1400,,,tat tvam asi,,"green grapes , prunes , dark chocolate","2023 national barista championship winning coffeetasting notes - green grapes | prunes | dark chocolate origin | tat tvam asi organicsbaba budan giri , karnataka altitude | 1400m nbc 2023 winning coffee",india,2024-10-03 19:33:34.303118,2024-10-10 04:26:09.169159,"chickmagaluru, karnataka",,,,,""
koffie_genetics,yellow claw,https://genetics.coffee/products/yellow-claw,650,1375,"sln-9, sln-795",yellow honey sun dried,tat tvam asi,MEDIUM_LIGHT,"lemon zest , grapefruit , melon , brown sugar","tasting notes lemon zest , grapefruit , melon , brown sugar varietal : sl795 , sl9 roast : light - medium process : yellow honey sun dried origin : tat tvam asi organic estate altitude : 1300 - 1450m yellow claw",india,2024-10-03 19:33:34.303118,2024-10-10 04:26:09.169159,"chickmagaluru, karnataka",,,,,""
koffie_genetics,cascara,https://genetics.coffee/products/cascara,350,1350,catuai,"sundried coffee , sundried coffee cherry skin",ratnagiri,,"stone fruits , mulberry , mild floral , tea , orange marmalaid","tasting notes : stone fruits , mulberry , mild floral , tea & orange marmalaid varietal : catuai origin : ratnagiri estate , karnataka process : sundried coffee cherry skin altitude : 1350m cascara",india,2024-10-03 19:33:34.303118,2024-10-10 04:26:09.169159,"chickmagaluru, karnataka",ashok patre,,,,""
koffie_genetics,wat-o-melon carbonic maceration,https://genetics.coffee/products/wat-o-melon-carbonic-maceration,700,,,watermelon fermentation,,,"black grapes , cherry , pomegranate , lavender","tasting notes : black grapes , cherry , pomegranate , lavenderprocess : 72hrs watermelon fermentation wat - o - melon carbonic maceration",india,2024-10-03 19:33:34.303118,2024-10-10 04:26:09.169159,,,,,,""
koffie_genetics,treasure of the lost ship - whiskey barrel aged coffee,https://genetics.coffee/products/treasure-of-the-lost-ship-whiskey-barrel-aged-coffee,700,975,,whiskey barrel aged,harley,,"caramel , vanilla , toffee , bourbon","process whiskey barrel aged tasting notes caramel , vanilla , toffee , bourbon finish producer d . m purnesh origin sakleshpur altitude 950 - 1000 masl specie 100% arabica treasure of the lost ship - whiskey barrel aged coffee",india,2024-10-03 19:33:34.303118,2024-10-10 04:26:09.169159,"sakleshpur, karnataka","dm purnesh, dm shankar",,,,""
koffie_genetics,jack sparrow - rum barrel aged coffee,https://genetics.coffee/products/jack-sparrow,725,1000,,rum barrel aged,harley,,"dark raisin , molasses , oak barrel , spiced rum","will be roasted on 23rd and shipped out on 25th tasting notes : dark raisin , molasses , oak barrel , spiced rum process : rum barrel aged producer d . m purnesh origin sakleshpur altitude 950 - 1050 masl specie 100% arabica jack sparrow - rum barrel aged coffee",india,2024-10-03 19:33:34.303118,2024-10-10 04:26:09.169159,"sakleshpur, karnataka","dm purnesh, dm shankar",,,,""
koffie_genetics,thermal shock,https://genetics.coffee/products/thermal-shock,700,1350,sln-9,"thermal shock fermentation : anaerobic , thermal shock",ratnagiri,MEDIUM_LIGHT,"black currant , black berries , tangerine zest","tasting notes : black currant | black berries | tangerine zest varietal : selection 9 altitude : 1350 masl origin : pearl mountain , athigiri process : thermal shock fermentation : 48hrs anaerobic roast : medium - light thermal shock",india,2024-09-02 04:51:31.934105,2024-10-10 04:26:09.169159,"chickmagaluru, karnataka",ashok patre,,,,""
koffie_genetics,the terroir,https://genetics.coffee/products/the-terroir,700,1375,"sln-9, sln-795",anaerobic natural,tat tvam asi,MEDIUM_LIGHT,"pineapple , muskmelon , caramel toffee","tasting notes pineapple | muskmelon | caramel toffee varietal : sl795 , sl9 roast : light - medium fermentation : 48hrs lactobacillus culture process : anaerobic naturals origin : tat tvam asi organic estate altitude : 1300 - 1450m the terroir",india,2024-10-03 19:33:34.303118,2024-10-10 04:26:09.169159,"chickmagaluru, karnataka",,,,,""
